"","x"
"1473","RT @PoliticusSarah: Chuck Schumer Nails it: Trump's Speech to Congress Was Detached from His Own Reality via @politicususa https://t.co/DZr…"
"1474","RT @amiraminiMD: BREAKING: ""Trump did NOT throw his poop at members of Congress during his speech. 
He is finally presidential. A NEW TRUMP…"
"1475","Trump is performing the role of president, not doing the job https://t.co/xsLsE3F8bp via @voxdotcom"
"1476","RT @politico: .@politico's reporters are fact-checking @POTUS' address. Follow here: https://t.co/IvjA5kguAq https://t.co/3pyYXzyFaM"
"1477","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1478","@marcorubio @realDonaldTrump except for the lies https://t.co/8gsWhJDGfg"
"1479","RT @ezraklein: The speech reaction shows how much the media still treats this as the Trump Show rather than the Trump Presidency: https://t…"
"1480","President Trump’s address to Congress let down markets, with few new details on economic or trade plans https://t.co/dkOOKCy1KA via @WSJ"
"1481","RT @HuffingtonPost: . @GeorgeTakei skewers Trump's entire speech to Congress in 11 tweets https://t.co/A6EXIovLSv https://t.co/a3thmQGocx"
"1482","RT @ajplus: After President Trump's speech to Congress, Bernie Sanders tells Americans they need to keep fighting. https://t.co/Bf6Z7iBW6j"
"1483","RT @Smith83K: Stephen Colbert Rips Apart Donald Trump's First Major Speech To Congress #JointAddress https://t.co/YWkaEgdkjQ"
"1484","Democrats Remain Seated As Trump Recycles Empty Campaign Rhetoric In Speech To Congress via @politicususa https://t.co/8BaToXjRlT"
"1485","RT @TheTorontoSun: Trudeau receives surprise shout-out during Donald Trump’s first speech to a joint session of Congress. https://t.co/16e0…"
"1486","RT @NBCNews: Dow Jones hits record 21,000 as Wall Street cheers President Trump’s speech https://t.co/vFZdDWezRq https://t.co/lkX76SdlFN"
"1487","RT @Nigel_Farage: A good, strong speech from @POTUS. https://t.co/qKiLUd2em6"
"1488","George Takei Skewers Trump's Speech To Congress In 11 Tweets https://t.co/JJrv1oZZgy"
"1489","RT @The_Trump_Train: RETWEET if you think President Trump is giving an excellent speech and valid points to congress! #JointAddress #MakeAm…"
"1490","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1491","RT @KDorr45: ICYMI: Viewers strongly approve of @POTUS speech to Congress https://t.co/hSXz3fB0Lv"
"1492","Melania and Ivanka Trump Wore Flashy Designer Outfits for President Trump’s Congress Speech : https://t.co/b1Y7OVE1J8 #shoes #footwear"
"1493","RT @lissie_nielson: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/EGxGdIgQbj https://t.co/Q5…"
"1494","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1495","RT @amiraminiMD: BREAKING: ""Trump did NOT throw his poop at members of Congress during his speech. 
He is finally presidential. A NEW TRUMP…"
"1496","RT @DebFreedomVoice: Trump, in speech to Congress, calls to ‘restart the engine’ of US economy via the @FoxNews App https://t.co/Yux0yypsj6"
"1497","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"1498","RT @EEUU_Politic: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/gMJt7aMJ6J https://t.co/KFsI…"
"1499","RT @dcexaminer: Extended standing ovation to honor the widow of slain Navy SEAL William ""Ryan"" Owens during Trump's speech to Congress. htt…"
"1500","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1501","RT @politicususa: Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/0lTUUkhC…"
"1502","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1503","RT @exlarson: So wait. One speech, in which Trump does not look like a lunatic, erases all the other Strangelovian moments?  https://t.co/6…"
"1504","So what did you think of President Trump's speech before a joint session of Congress last night?  After listening... https://t.co/oOwapttplL"
"1505","RT @NBCNews: Dow Jones hits record 21,000 as Wall Street cheers President Trump’s speech https://t.co/vFZdDWezRq https://t.co/lkX76SdlFN"
"1506","Wednesday March 1: The Daily 202 from @PowerPost: Influence of Ivanka, Bannon evident in speech  Via @washingtonpost https://t.co/A7zpuj31LR"
"1507","RT @FoxNews: Chris Wallace: ""I feel like tonight @realDonaldTrump became the President of the United States."" #TrumpAddress https://t.co/dA…"
"1508","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1509","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"1510","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1511","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1512","RT @TheAtlantic: .@DavidFrum outlines the three failures of Trump's speech to Congress: https://t.co/UCmHqBfoMU https://t.co/zO8GCqLacu"
"1513","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1514","Trump is (still) spoiling for a trade war https://t.co/eeggVr7MDQ"
"1515","RT @joseiswriting: Thank you @NancyPelosi for inviting me to be your guest for #JointSession: https://t.co/y50GuPAaFf @DefineAmerican https…"
"1516","Trump Check -  via @POLITICO  see how @realDonaldTrump distorts the truth #JointAddress  https://t.co/98JKU5F7Hw https://t.co/9TZZ5db5P0"
"1517","The Guardian view on Trump’s Congress speech: different tone, same threat | Editorial https://t.co/mu34V2ohA8"
"1518","Of course, we know the New York Times is totally liberal..., right in there with CNN. https://t.co/6eiTuc5v2z"
"1519","When you #factcheck Trump's latest speech, you find even the technically true parts aren't really true https://t.co/hYOtyDJqof #TrumpLies"
"1520","AGAIN OBAMA WON! Trump Speech To Congress Bombs In The Ratings By Drawing Fewer Viewers Than Obama via @politicususa https://t.co/bOvYZ2jz46"
"1521","RT @NRDC: ""It’s time we all stood up to this radical &amp; reckless assault on our environment &amp; health.” —@RheaSuh https://t.co/TR9hcWlyA0 #Jo…"
"1522","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"1523","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1524","How to watch President Donald Trump’s speech to Congress live online https://t.co/6JEjz5D4ZJ  #NEWS"
"1525","Democrat response to President Trump's speech to the joint session of Congress https://t.co/hVV9oGf9NL"
"1526","RT @dwthompson1945: In case you missed it, Trump speech to Congress was magnificent, bold optimistic and showed his love of USA in red, whi…"
"1527","Democrats Bet on Buyer\'s Remorse in Response to Trump https://t.co/yyJy6XiJ57"
"1528",". @GeorgeTakei skewers Trump's entire speech to Congress in 11 tweets https://t.co/sK0913tjEk via @HuffPostEnt"
"1529","RT @CNN: Van Jones on Trump: 'He became President of the United States in that moment, period' https://t.co/PkQV7RhnCO"
"1530","President Trump gets high approval ratings for speech to Congress https://t.co/FpmvFmZ9r4 via @3onyourside"
"1531","""Van Jones"" were you asked to play nice | https://t.co/iZkk4yUuvP |   The bar has been set so low among the pundit class"
"1532","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"1533","RT @SocialPowerOne1: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/DUk61uek6B"
"1534","RT @Deadline: Bill Maher To Chris Matthews: Donald Trump’s Speech To Congress “Will Fool A Lot Of People” https://t.co/lWLFWAoOU3 https://t…"
"1535","https://t.co/2urg6MC14m There is justice in the World, just not in Washington.  Fox just schooled Trump."
"1536","Record 3 million tweets sent on Trump's speech to Congress https://t.co/EDFlKhodkm https://t.co/6rSpxZHf8j"
"1537","RT @washingtonpost: Trump’s speech to Congress highlights influence of Ivanka, Bannon https://t.co/BGATYaczB8"
"1538","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"1539","On @SkyNews in 10 mins to discuss Trump's speech to congress last night. Tune in!"
"1540","RT @amiraminiMD: BREAKING: ""Trump did NOT throw his poop at members of Congress during his speech. 
He is finally presidential. A NEW TRUMP…"
"1541","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1542","RT @SopanDeb: .@GlennThrush w/ great point. If Trump was truly now in favor of immig reform, wouldn't he have said so last night?
https://t…"
"1543","RT @BruceBartlett: 13 lies in Trump's speech last night. https://t.co/3KVSiNPZAl"
"1544","RT @Independent: Almost every big claim Donald Trump just made was false https://t.co/vro9jpmG12"
"1545","RT @mitchellvii: CBS News poll: Viewers strongly approve of Trump's speech to Congress - CBS News https://t.co/InNAV9eesK"
"1546","Fact-checking Trump's first speech to Congress, and the Democratic response https://t.co/WOzbVloz2a"
"1547","Facts matter &gt;&gt;  https://t.co/NexqHW2A3W"
"1548","The Daily 202: Trump’s speech to Congress highlights influence of Ivanka, Bannon - The Washington Post https://t.co/IUYjHLUg4v"
"1549","RT @LindaSuhler: 'NEW CHAPTER' OF GREATNESS
President Trump, in speech to Congress, calls to restart US economic engine
#JointAddress
https…"
"1550","Stocks surge to record highs after Trump's speech to Congress https://t.co/p4FK9YDwRg https://t.co/S7E1rdRTHW"
"1551","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"1552","Smoke, mirrors, and #teleprompters #resist https://t.co/FzsIzJdzWQ"
"1553","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"1554","RT @NumbersUSA: Trump has invited Jessica Davis &amp; Susan Oliver whose husbands were killed by an illegal alien to his speech tonight. https:…"
"1555","RT @NolteNC: 4 Stunning Responses from the Left to Trump's Triumphant Speech to Congress 

https://t.co/Qpsf98e1IK https://t.co/goBNrSWZ3C"
"1556","RT @ArkansasBlog: Trump scores in speech to Congress (@ Arkansas Blog, Arkansas Times) https://t.co/lImijuwFqP"
"1557","Trump, in speech to Congress, calls to ‘restart the engine’ of US economy via the @FoxNews App https://t.co/Yux0yypsj6"
"1558","Dow Jones Hits Record 21,000 as Wall Street Cheers Trump's Speech - NBC News https://t.co/hakxlQfNQa"
"1559","RT @JayandSteve: ‘Not so unifying'

 https://t.co/4ATKsPmQ45"
"1560","RT @mattyglesias: My take on last night's speech -- turn the Trump Show off and look at what's happening in America https://t.co/sAF9b5GDai"
"1561","RT @AIIAmericanGirI: Donald Trump speech to Congress leaves Democrats befuddled, in ruins, with question marks
https://t.co/ImmNxGKpMa"
"1562","RT @SocialPowerOne1: Chuck Schumer Nails it: Trump’s Speech to Congress Was Detached from His Own Reality https://t.co/DUk61uek6B"
"1563","Bernie Sanders' BRILLIANT Response To Trump's Speech To Congress #ProtectOurCare #Resist https://t.co/Pph3ylGp66 via @YouTube"
"1564","RT @JackPosobiec: 80% of Americans agreed with Trump's speech

Hear that, Congress?"
"1565","RT @TrumpTrainNewss: Trump’s INCREDIBLE Tribute to Fallen SEAL Steals the Show at Speech to Congress https://t.co/mcvHoLgpZ3 https://t.co/1…"
"1566","RT @h0llyb4xter: When you fact-check Donald Trump's latest speech you find that almost every claim was a lie https://t.co/G9xTqNrwEz"
"1567","RT @jorgeramosnews: Donald Trump's speech to Congress was full of ugly, dangerous lies about immigrants https://t.co/cD2LKs0dcF via @fusion"
"1568","RT @FoxNews: .@POTUS: ""From now on, America will be empowered by our aspirations, not burdened by our fears."" #TrumpAddress https://t.co/dA…"
"1569","#trump s best speech ever comes too late.  We've already learned not to trust a word he says.  Sad! https://t.co/VJ3R7ZeSxv"
"1570","RT @Deplorable80210: PRESIDENT TRUMP: Believe in Yourself, Believe in America: Trump's Joint Session of Congress Speech https://t.co/GE0ukC…"
"1571","RT @CNN: Van Jones on Trump: 'He became President of the United States in that moment, period' https://t.co/PkQV7RhnCO"
"1572","RT @LindaSuhler: Viewers strongly approve of President Trump's speech to Congress
#JointAddress #JointSession #MAGA
https://t.co/4jVHLqDwp3"
"1573","RT @Forbes: Trump's speech to Congress: a tale of three contradictions https://t.co/c1gunn4ZNb https://t.co/OUZb0Cxe17"
"1574","RT @CNN: A tale of two speeches: Comparing Trump's inaugural to his address to Congress https://t.co/pHVoc9mRrw https://t.co/GW6I1YC48B"
"1575","RT @livemint: Donald Trump’s US Congress speech: How the Wall Street reacted https://t.co/WwHpgaslIH"
"1576","RT @Independent: When you fact-check Trump's latest speech, you find that almost every claim wasn't true https://t.co/sv5rwzZaaA https://t.…"
"1577","Lucid. Measured. Poignant. 
@BernieSanders responds to Trump's speech to congress.
@realDonaldTrump 
 https://t.co/fg2QazdtCv"
"1578","RT @Independent: Donald Trump made 61 statements in his speech. 51 were false https://t.co/lo8NB6Rcok"
"1579","RT @Fusion: There is no 'New Trump' –– Good ol' Trump's speech to Congress was full of ugly, dangerous lies about immigrants: https://t.co/…"
"1580","RT @CNN: Trump got a thumbs-down from some Democrats when he called on Congress to repeal and replace Obamacare https://t.co/coh7ON7qdY #Jo…"
"1581","RT @aminervini18: Van Jones on Trump: 'He became President of the United States in that moment, period' https://t.co/7C1uTq4r22"
