"","x"
"581","Want to work in #SanFrancisco, CA? View our latest opening: https://t.co/wInKPgKSe8 #Sales #Job #Jobs #Hiring #CareerArc"
"582","Why TJX Is Winning Customers, In Sharp Contrast To Macy's https://t.co/WDOzsYiswZ"
"583","Can you recommend anyone for this #job in #Lithonia, GA? https://t.co/FwBHvNHsoH #Retail #Hiring #CareerArc"
"584","Want to work at Macy's Retail? We're #hiring in #Sacramento, CA! Click for details: https://t.co/8MeNw0pkJW #Finance #Job #Jobs #CareerArc"
"585","Can you recommend anyone for this #job in #Seattle, WA? https://t.co/bZpGqqqhGu #Finance #Hiring #CareerArc"
"586","Interested in a #job in #SanAntonio, TX? This could be a great fit: https://t.co/hhj61zUCab #Retail #Hiring #CareerArc"
"587","We're #hiring! Read about our latest #job opening here: Macy's Lewiston Center: Sales Supervisor - https://t.co/pOyafh3iOy #Lewiston, ID"
"588","Can you recommend anyone for this #job? Retail Sales - Fragrances, Part Time: Florence, KY, Macy's Florence... - https://t.co/nbntIEBvNR"
"589","Can you recommend anyone for this #job? Retail Support Team, Flex: Dallas, TX, Macy's Dallas Galleria - https://t.co/EvcioWzQ1I #Dallas, TX"
"590","Hedge fund boss: Macy's needs a 'miracle worker' https://t.co/LGXCb7EdAz https://t.co/EZaFUyJyVI"
"591","See our latest #Austin, TX #job and click to apply: Retail Sales, *Flexible Scheduling Option!* Part Time:... - https://t.co/YClSNGI55D"
"592","See our latest #Minnetonka, MN #job and click to apply: Macy's **Retail Sales** Full Time: Minnetonka, MN,... - https://t.co/hkd7ffSyNj"
"593","Can you recommend anyone for this #job in #Miami, FL? https://t.co/OkwOjAuhc0 #Finance #Hiring #CareerArc"
"594","Treasure Island buys naming rights for old St. Paul Macy's building
https://t.co/eLLRc5AqK0 https://t.co/UPkXxh5E8y"
"595","Can you recommend anyone for this #job in #Tacoma, WA? https://t.co/uIqEZfOxic #Retail #Hiring #CareerArc"
"596","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Counter Manager Bare... - https://t.co/K3Hy420fsi #Sales"
"597","Interested in a #job in #ValleyStream, NY? This could be a great fit: https://t.co/IqekqN0pdg #Sales #Hiring #CareerArc"
"598","We're #hiring! Click to apply: **Retail Sales** Full Time: Newark, CA, Macy's Newpark Mall - https://t.co/5x9OBDNBIj #Retail #Newark, CA"
"599","We're #hiring! Read about our latest #job opening here: Retail Support - Receiving, Flex: Lithonia, GA,... - https://t.co/rQt1cAbf0H"
"600","This #job might be a great fit for you: **Retail Visual Merchandiser Lead** Full Time: Sioux Falls, SD,... - https://t.co/Fa6CbptauW"
"601","This #job might be a great fit for you: **Retail Visual Merchandiser Lead** Full Time: Sioux Falls, SD,... - https://t.co/Fa6Cbpbz6m"
"602","Want to work at Macy's Retail? We're #hiring in #JohnsCreek, GA! Click for details: https://t.co/TcRKYilUHY #IT #Job #Jobs #CareerArc"
"603","Can you recommend anyone for this #job in #WestNyack, NY? https://t.co/HImHSsRhUN #Finance #Hiring #CareerArc"
"604","We're #hiring! Click to apply: Retail Cosmetics Sales - Beauty Advisor Estee Lauder/Clinique, Part Time:... - https://t.co/rWml89SJya"
"605","This #job might be a great fit for you: **Retail Visual Merchandiser Lead** Full Time: Sioux Falls, SD,... - https://t.co/rUgsOAYeAk"
"606","Can you recommend anyone for this #job in #Dallas, TX? https://t.co/pn02pAsDjk #Hospitality #Hiring #CareerArc"
"607","UPDATED: No, there will not be a casino in downtown St. Paul. New name for old StP Macy's: Treasure Island Center https://t.co/xMx0MhKFgt"
"608","We're #hiring! Click to apply: Retail Sales, Part Time: Columbus, OH, Macy's Easton Town Center - https://t.co/SNVXIbFJ3r #Columbus, OH"
"609","Can you recommend anyone for this #job? **Retail Support** Flex: Springfield, VA, Macy's Springfield Mall - https://t.co/S8owkoKFMK #Retail"
"610","We're #hiring! Click to apply: **Retail Sales - Fragrance RSS Associate Aramis** Part Time: Newark, CA,... - https://t.co/hp6pwKfvcV #Sales"
"611","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor Estee Lauder/Clinique, Full... - https://t.co/0ZfEiI13fS"
"612","We're #hiring! Click to apply: Retail Sales, Flex: Independence, MO, Macy's Independence Center - https://t.co/PG6kkkyKW3 #Independence, MO"
"613","Interested in a #job in #Chicago, IL? This could be a great fit: https://t.co/SOGqEdcZw9 #Sales #Hiring #CareerArc"
"614","If you're looking for work in #Manchester, CT, check out this #job: https://t.co/I5Arq7agsa #Sales #Hiring #CareerArc"
"615","See our latest #SanDiego, CA #job and click to apply: Retail Cosmetics Sales - Beauty Advisor Shiseido, Part... - https://t.co/9XCRKg05Cg"
"616","We're #hiring! Click to apply: Retail Support Team: Macy's North Point Furniture - https://t.co/tOpcQOS8ok #Retail #Alpharetta, GA #Job"
"617","Want to work in #Farmington, CT? View our latest opening: https://t.co/h3suHnzXFY #Sales #Job #Jobs #Hiring #CareerArc"
"618","Want to work in #Milford, CT? View our latest opening: https://t.co/9OUABEc5li #Sales #Job #Jobs #Hiring #CareerArc"
"619","Can you recommend anyone for this #job in #Fargo, ND? https://t.co/AtdqRbUdt9 #Retail #Hiring #CareerArc"
"620","Want to work in #Dallas, TX? View our latest opening: https://t.co/SIKa1aIh5v #Sales #Job #Jobs #Hiring #CareerArc"
"621","We're #hiring! Read about our latest #job opening here: Macy's Towson Town Center: Receiving Team Manager - https://t.co/9quAUUeCvH #Retail"
"622","We're #hiring! Read about our latest #job opening here: Retail Visual Merchandiser, Part Time: Maplewood,... - https://t.co/Wh9E8TPu7S"
"623","If you're looking for work in #Austin, TX, check out this #job: https://t.co/gFH3HKND2l #Retail #Hiring #CareerArc"
"624","Want to work in #Burlington, MA? View our latest opening: https://t.co/OoOmLyoKZm #Sales #Job #Jobs #Hiring #CareerArc"
"625","Interested in a #job in #CollegeStation, TX? This could be a great fit: https://t.co/BeVyhoTo6d #Sales #Hiring #CareerArc"
"626","Can you recommend anyone for this #job in #Arlington, VA? https://t.co/0yKgBmRK5I #Finance #Hiring #CareerArc"
"627","Why TJX Is Winning Customers, In Sharp Contrast To Macy's https://t.co/CpIrtGD7wI"
"628","Why TJX Is Winning Customers, In Sharp Contrast To Macy's https://t.co/jnkaAD19TF"
"629","Why TJX Is Winning Customers, In Sharp Contrast To Macy's https://t.co/tylsYpQeBF #Business"
"630","If you're looking for work in #SterlingHeights, MI, check out this #job: https://t.co/WGCWcR71FR #Sales #Hiring #CareerArc"
"631","This #job might be a great fit for you: Retail Commission Sales Fine Jewelry, Flex: Loveland, CO, Macy's... - https://t.co/WsxR8Ya0gV"
"632","Want to work in #DaytonaBeach, FL? View our latest opening: https://t.co/QFT05v3OoR #Retail #Job #Jobs #Hiring #CareerArc"
"633","See our latest #SanFrancisco, CA #job and click to apply: Retail Cosmetics Sales - Beauty Advisor Dior, Full... - https://t.co/pdrLSDht16"
"634","If you're looking for work in #SanAntonio, TX, check out this #job: https://t.co/7uT6cbICt1 #Sales #Hiring #CareerArc"
"635","Can you recommend anyone for this #job? **Asset Protection / Loss Prevention Detective** Full Time: Troy,... - https://t.co/rPqsKCYfi3"
"636","Can you recommend anyone for this #job in #MiamiBeach, FL? https://t.co/HUIGHxmwy3 #Sales #Hiring #CareerArc"
"637","Want to work in #FortWayne, IN? View our latest opening: https://t.co/CAWj4biEme #Sales #Job #Jobs #Hiring #CareerArc"
"638","RT @tmj_RAM_sales: We're #hiring! Read about our latest #job opening here: Retail Sales - Fragrances, Full Time: White Plains,... - https:/…"
"639","Can you recommend anyone for this #job? Retail Sales, Flex: Loveland, CO, Macy's Shops at Centerra - https://t.co/41NZQuHeiY #Loveland, CO"
"640","We're #hiring! Read about our latest #job opening here: **Retail Support - Receiving Team Lead** Part Time:... - https://t.co/RoPxd33dR7"
"641","See our latest #Novi, MI #job and click to apply: Retail Cosmetics Sales - Beauty Advisor Bobbi Brown, Part... - https://t.co/iNhMtz0Xwi"
"642","This #job might be a great fit for you: Retail Support - Pricing Team Lead, Part Time: Columbia, SC, Macy's... - https://t.co/BkR9qA51HN"
"643","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/hBJTQxugHT #Sales #SouthPortland, ME #Hiring #CareerArc"
"644","Want to work in #Columbus, OH? View our latest opening: https://t.co/7gD8kPC3bm #Retail #Job #Jobs #Hiring #CareerArc"
"645","We're #hiring! Read about our latest #job opening here: Retail Sales - Fragrances, Full Time: White Plains,... - https://t.co/7vGMlJQyQ4"
"646","Want to work at Macy's Retail? We're #hiring in #SanJose, CA! Click for details: https://t.co/zt368dtsZ6 #Finance #Job #Jobs #CareerArc"
"647","Live From The 60s: Macy's Thanksgiving Day Parade...(1969) https://t.co/MpMP4PdL8x"
"648","Want to work at Macy's Retail? We're #hiring in #SanAntonio, TX! Click for details: https://t.co/kjoJVBefRz #Retail #Job #Jobs #CareerArc"
"649","This #job might be a great fit for you: Retail Commission Sales - Women's Shoes, Full Time: Humble, TX,... - https://t.co/5diEi7c9Sh #Sales"
"650","See our latest #Austin, TX #job and click to apply: Retail Administrative Support Team, Flex: Austin, TX,... - https://t.co/XIPmwzS1CW"
"651","Join the Macy's Retail team! See our latest #job opening here: https://t.co/csyJOlOkYs #Retail #Richmond, VA #Hiring #CareerArc"
"652","We're #hiring! Read about our latest #job opening here: **Retail Cosmetics Sales - Counter Manager Estee... - https://t.co/vCEZKdp4tt"
"653","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor Fashion Fair, Part Time:... - https://t.co/lEaMlFMKoJ"
"654","RT @speedytomatoes: @Macys Just cancelled Macy's AmEx too. Supporting Trump family=boycott  Got it??  #GrabYourWallet"
"655","Want to work at Macy's Retail? We're #hiring in #Friendswood, TX! Click for details: https://t.co/i3cT0kzHbO #Retail #Job #Jobs #CareerArc"
"656","See our latest #Philadelphia, PA #job and click to apply: Retail Sales - Fragrance RSS Associate P &amp; G... - https://t.co/HRbjRi5bCl #Sales"
"657","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor Estee Lauder/Clinique, Part... - https://t.co/RjCUFCzjsm"
"658","Macy’s Inc (M) PT Lowered to $36.00 at Telsey Advisory Group https://t.co/ObuUBRngB3"
"659","Interested in a #job in #FairviewHeights, IL? This could be a great fit: https://t.co/gQXuaw8w7G #Retail #Hiring #CareerArc"
"660","If you're looking for work in #CollegeStation, TX, check out this #job: https://t.co/9R0qTrC9I1 #Sales #Hiring #CareerArc"
"661","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Beauty Advisor Estee... - https://t.co/YpRgHcIPqI #Sales"
"662","Interested in a #job in #Columbia, SC? This could be a great fit: https://t.co/FtZ5nmMgkq #Sales #Hiring #CareerArc"
"663","This #job might be a great fit for you: **Retail Estee Lauder &amp; Clinique Cosmetic Business Leader** Full... - https://t.co/bmzzC4bX2w"
"664","We're #hiring! Read about our latest #job opening here: Retail Cosmetics Sales - Counter Manager Bare... - https://t.co/8GcHgWpfW8 #Sales"
"665","This #job might be a great fit for you: Macy's Woodfield Mall: Sales Supervisor - https://t.co/DTzV8WKf10 #Retail #Schaumburg, IL #Hiring"
"666","Want to work at Macy's Beauty? We're #hiring in #Grandville, MI! Click for details: https://t.co/wkUui5pBS9 #Sales #Job #Jobs #CareerArc"
"667","Want to work in #Metairie, LA? View our latest opening: https://t.co/JxQ3WHNkeB #Sales #Job #Jobs #Hiring #CareerArc"
"668","Can you recommend anyone for this #job in #StCloud, MN? https://t.co/16IWzebwUP #Retail #Hiring #CareerArc"
"669","Want to work at Macy's Retail? We're #hiring in #WhitePlains, NY! Click for details: https://t.co/2qpyNAkhtb #Retail #Job #Jobs #CareerArc"
"670","Join the Macy's Retail team! See our latest #job opening here: https://t.co/SrI8TymgXL #Finance #Westminister, CA #Hiring #CareerArc"
"671","Can you recommend anyone for this #job? Retail Sales, Full Time: Cedar Park, TX, Macy's Lakeline (Metro Austin) - https://t.co/eznBVp5x8o"
"672","We're #hiring! Click to apply: Asset Protection / Loss Prevention Detective, Full Time: Garland, TX, Macy's... - https://t.co/PZrMySLVMP"
"673","Interested in a #job in #Baytown, TX? This could be a great fit: https://t.co/bn8kDkxpkR #Retail #Hiring #CareerArc"
"674","See our latest #Houston, TX #job and click to apply: Retail Commission Sales, Part Time: Houston, TX, Macy's... - https://t.co/qtjDyOfFTQ"
"675","We're #hiring! Read about our latest #job opening here: Retail Estee Lauder &amp; Clinique Cosmetic Business... - https://t.co/V6FibXBi8M"
"676","Interested in a #job in #Cincinnati, OH? This could be a great fit: https://t.co/cu1lh0bs3I #Sales #Hiring #CareerArc"
"677","If you're looking for work in #Atlanta, GA, check out this #job: https://t.co/u5o3nTdg4R #Retail #Hiring #CareerArc"
"678","Want to work in #Warwick, RI? View our latest opening: https://t.co/6iyRNoK0rI #Sales #Job #Jobs #Hiring #CareerArc"
"679","Can you recommend anyone for this #job in #Columbus, OH? https://t.co/NVEZvXT4XJ #Retail #Hiring #CareerArc"
"680","We're #hiring! Click to apply: Macy's **Retail Support Signing Team Associate** Part Time: Minnetonka, MN,... - https://t.co/GZqn9isNOw"
"681","If you're looking for work in #Littleton, CO, check out this #job: https://t.co/2YgPf8qiYR #Retail #Hiring #CareerArc"
"682","If you're looking for work in #Rockaway, NJ, check out this #job: https://t.co/1FKXqKdC5y #Retail #Hiring #CareerArc"
"683","Interested in a #job in #CorpusChristi, TX? This could be a great fit: https://t.co/PIaCZske8J #Sales #Hiring #CareerArc"
"684","See our latest #Naples, FL #job and click to apply: Retail Sales Fine Jewelry, Part Time: Naples, FL, Macy's... - https://t.co/CtnuqYehSx"
"685","If you're looking for work in #Wayne, NJ, check out this #job: https://t.co/t3QYs9pc1a #Sales #Hiring #CareerArc"
"686","Can you recommend anyone for this #job? **Retail Sales - Fragrances, Full Time** Burlington, MA, Macy's... - https://t.co/bx1RzNwhId #Sales"
"687","See our latest #CostaMesa, CA #job and click to apply: Retail Cosmetics Sales - Counter Manager Laura... - https://t.co/G6WJUmdbgv #Sales"
"688","Can you recommend anyone for this #job? Retail Sales - Fragrance RSS Associate Aramis, Part Time: Calumet... - https://t.co/aXZDqXKfUt"
"689","Hedge fund boss: Macy's needs a 'miracle worker' - https://t.co/3bs3hGcNFR https://t.co/UzRLNUbZWD"
"690","We're #hiring! Read about our latest #job opening here: Retail Support Associate - Shoe Expeditor, Part... - https://t.co/z3vuZbDQqA"
"691","Want to work in #Honolulu, HI? View our latest opening: https://t.co/ip6Xj6sWhE #Sales #Job #Jobs #Hiring #CareerArc"
"692","See our latest #Tacoma, WA #job and click to apply: Retail Sales, Part Time: Tacoma, WA, Macy's Tacoma Mall - https://t.co/Ydh2lLzVHF"
"693","Join the Macy's Retail team! See our latest #job opening here: https://t.co/egPyEultYq #Retail #StPetersburg, FL #Hiring #CareerArc"
"694","Want to work at Macy's Beauty? We're #hiring in #PembrokePines, FL! Click for details: https://t.co/2j2jmfQCcg #Sales #Job #Jobs"
"695","Can you recommend anyone for this #job in #DalyCity, CA? https://t.co/ZMDV87CU8C #Sales #Hiring #CareerArc"
"696","Join the Macy's Beauty team! See our latest #job opening here: https://t.co/ckxMeJQZ60 #Sales #Modesto, CA #Hiring #CareerArc"
"697","This #job might be a great fit for you: Retail Cosmetics Sales - Beauty Advisor - Flex: Houston, TX, Macy's... - https://t.co/KdFdwidsD5"
"698","Want to work at Macy's Beauty? We're #hiring in #Columbus, OH! Click for details: https://t.co/sGARxIXFli #Sales #Job #Jobs #CareerArc"
"699","We're #hiring! Read about our latest #job opening here: **Retail Commission Sales** Part Time: San Mateo,... - https://t.co/jOzpYs9pQ6"
"700","Want to work at Macy's Beauty? We're #hiring in #FairviewHeights, IL! Click for details: https://t.co/XnonwMkBzR #Sales #Job #Jobs"
"701","We're #hiring! Click to apply: **Retail Cosmetics Sales - Counter Manager Dior** Full Time: Minnetonka, MN,... - https://t.co/c6NJlcPBQh"
"702","Can you recommend anyone for this #job in #Alpharetta, GA? https://t.co/CF0MUgbpjt #Retail #Hiring #CareerArc"
"703","GUESS WHO'S IN TOWN? Hedge fund boss: Macy's needs a 'miracle worker' - talked @ProcterGamble too. https://t.co/ATNIGt5tNW @Enquirer @Macys"
"704","Can you recommend anyone for this #job? Retail Cosmetics Sales - Beauty Advisor Estee Lauder/Clinique, Part... - https://t.co/QnKEsy618L"
"705","If you're looking for work in #Farmington, CT, check out this #job: https://t.co/4yEm4CmsmY #Retail #Hiring #CareerArc"
"706","Want to work at Macy's Beauty? We're #hiring in #Lynnwood, WA! Click for details: https://t.co/jn6dyZec7U #Sales #Job #Jobs #CareerArc"
